loan_amnt,term,int_rate,installment,grade,annual_inc,loan_status,dti
1500.0,36,13.99,51.26,2,25000.0,1,16.03
13000.0,36,8.49,410.32,1,72000.0,0,12.5
4000.0,36,11.48,131.87,1,54704.0,1,27.34
24000.0,36,5.32,722.76,0,93750.0,1,20.57
35000.0,36,7.49,1088.56,0,150000.0,1,23.34
6600.0,36,13.44,223.79,2,75000.0,1,11.39
6000.0,36,7.91,187.77,0,32000.0,1,18.49
9600.0,36,6.49,294.19,0,64567.05,1,10.48
16800.0,36,11.99,557.93,2,50000.0,1,5.76
22000.0,36,11.48,725.27,1,65000.0,1,15.77
6025.0,36,13.18,203.53,2,66000.0,1,9.64
5500.0,36,11.48,181.32,1,54000.0,0,38.0
10000.0,36,5.32,301.15,0,75000.0,1,22.85
21000.0,36,12.59,703.44,2,98500.0,0,20.08
6000.0,36,11.48,197.8,1,38000.0,0,13.61
9000.0,36,6.49,275.81,0,59000.0,1,8.67
13625.0,36,12.59,456.4,2,31000.0,1,18.51
35000.0,60,16.59,862.15,3,95800.0,1,27.35
4000.0,36,6.49,122.58,0,45000.0,1,17.74
20000.0,36,10.78,652.7,1,73100.0,1,23.12
9000.0,36,9.76,289.4,1,55120.0,1,8.45
25000.0,36,13.99,854.32,2,75000.0,0,22.86
15000.0,36,17.97,542.07,3,50000.0,0,26.04
15000.0,60,11.99,333.6,2,100000.0,1,7.58
20000.0,36,10.78,652.7,1,50000.0,1,11.28
6000.0,36,10.78,195.81,1,60000.0,1,20.56
23025.0,36,14.85,796.48,2,102000.0,0,8.2
18000.0,36,11.48,593.4,1,160000.0,1,19.42
25000.0,36,11.99,830.24,2,60000.0,1,15.07
4500.0,36,14.85,155.67,2,42000.0,1,14.3
1800.0,36,19.48,66.42,4,20832.0,1,32.09
16200.0,60,20.5,433.73,4,75000.0,1,12.69
25000.0,36,17.97,903.44,3,132000.0,1,9.05
9225.0,36,16.59,327.02,3,50000.0,1,23.79
11000.0,36,11.48,362.64,1,54000.0,1,10.64
25000.0,36,17.27,894.69,3,88500.0,1,19.84
7525.0,36,11.22,247.15,1,49700.0,1,27.94
35000.0,60,9.8,740.21,1,120000.0,1,14.75
12800.0,36,9.17,408.06,1,90000.0,1,18.71
8800.0,36,10.78,287.19,1,55000.0,1,25.57
25000.0,60,14.85,592.79,2,60000.0,1,20.48
19200.0,60,18.99,497.96,4,113000.0,0,23.81
6225.0,36,15.77,218.15,3,28401.0,1,23.71
12300.0,36,11.99,408.48,2,28000.0,0,17.44
8400.0,36,11.22,275.89,1,26000.0,1,26.57
13200.0,36,9.76,424.45,1,50891.0,1,13.07
4475.0,36,15.77,156.83,3,35000.0,0,3.22
25000.0,36,10.64,814.22,1,140000.0,1,7.6
35000.0,60,21.48,956.35,4,150000.0,1,20.66
3200.0,36,9.8,102.96,1,24000.0,0,18.05
21600.0,36,8.49,681.76,1,60000.0,1,17.42
4500.0,36,11.99,149.45,2,60000.0,1,18.08
25000.0,60,17.86,632.94,3,102000.0,1,15.87
12000.0,60,20.5,321.28,4,63000.0,1,14.46
12000.0,36,7.26,371.96,0,110000.0,1,11.84
10000.0,36,13.44,339.07,2,108000.0,1,28.43
12000.0,36,9.17,382.55,1,63000.0,1,25.09
3000.0,36,13.44,101.72,2,50740.0,1,17.24
15725.0,36,15.77,551.07,3,75000.0,1,21.3
24000.0,60,9.17,500.19,1,72000.0,1,21.57
8125.0,36,13.18,274.47,2,69000.0,1,24.54
16500.0,36,11.22,541.91,1,70400.0,1,12.89
9900.0,36,13.67,336.78,2,59000.0,0,15.52
10000.0,36,14.85,345.92,2,54000.0,1,8.49
10000.0,36,6.99,308.73,0,115000.0,1,23.26
6650.0,36,17.27,237.99,3,18480.0,0,22.21
22000.0,36,9.8,707.82,1,80000.0,1,12.08
8450.0,36,6.99,260.88,0,67000.0,1,7.38
7200.0,36,10.64,234.5,1,30000.0,1,23.12
10000.0,36,13.99,341.73,2,52000.0,1,29.31
4000.0,36,10.78,130.54,1,51000.0,1,20.75
25800.0,36,17.27,923.32,3,89400.0,1,6.65
6000.0,36,11.99,199.26,2,76000.0,1,26.73
20000.0,36,7.89,625.72,0,59000.0,1,27.32
4550.0,36,10.78,148.49,1,100500.0,1,28.74
7500.0,36,14.48,258.09,2,130000.0,1,18.81
2500.0,36,9.17,79.7,1,165000.0,1,8.56
12000.0,36,11.48,395.6,1,85000.0,1,22.87
14875.0,60,18.99,385.79,4,40000.0,0,11.16
6000.0,36,6.99,185.24,0,55500.0,0,7.76
23000.0,60,18.49,590.2,3,52700.0,1,35.49
20000.0,36,12.88,672.73,2,145000.0,1,12.28
7800.0,36,9.17,248.66,1,94000.0,0,10.24
22000.0,36,5.32,662.53,0,53900.0,1,4.23
16000.0,36,9.17,510.07,1,40000.0,1,34.26
20000.0,36,8.49,631.26,1,80000.0,1,19.26
2100.0,36,10.64,68.4,1,68000.0,1,7.94
10000.0,36,5.32,301.15,0,70000.0,1,18.76
35000.0,36,17.97,1264.81,3,115000.0,1,16.1
18000.0,60,18.99,466.84,4,57000.0,0,13.66
18000.0,36,14.48,619.41,2,100000.0,1,32.74
12000.0,36,9.8,386.09,1,46000.0,0,27.42
18000.0,36,11.48,593.4,1,49200.0,1,23.07
3000.0,36,11.48,98.9,1,10000.0,1,21.01
6000.0,36,11.48,197.8,1,42000.0,0,26.99
18850.0,36,21.48,714.83,4,55000.0,0,15.56
6400.0,36,9.8,205.91,1,35000.0,1,9.09
9000.0,36,9.8,289.57,1,137000.0,1,10.93
10000.0,36,11.99,332.1,2,65000.0,1,4.69
20000.0,36,11.22,656.86,1,120000.0,1,19.45
21000.0,60,19.48,550.32,4,83100.0,1,19.03
7000.0,36,14.48,240.88,2,76000.0,1,24.29
8000.0,36,5.32,240.92,0,50000.0,1,14.86
12000.0,36,6.49,367.74,0,80000.0,1,26.75
15600.0,36,7.89,488.06,0,75000.0,1,19.27
24000.0,60,12.88,544.61,2,73000.0,0,19.76
24000.0,36,9.17,765.1,1,95000.0,1,12.4
8000.0,36,11.99,265.68,2,57000.0,1,16.76
6000.0,36,7.49,186.61,0,26000.0,1,32.41
13200.0,36,9.17,420.81,1,98000.0,0,10.03
6300.0,36,11.99,209.23,2,96000.0,0,6.38
9600.0,36,8.49,303.01,1,115000.0,1,8.29
10000.0,36,15.77,350.44,3,51000.0,1,36.3
11550.0,36,18.99,423.32,4,28948.92,1,18.41
7500.0,36,8.49,236.73,1,70000.0,1,10.63
14000.0,60,18.2,357.04,4,71000.0,0,25.58
12000.0,36,9.8,386.09,1,55000.0,1,9.46
5000.0,36,13.18,168.91,2,64000.0,0,6.79
3950.0,36,16.99,140.81,3,30000.0,1,18.04
7000.0,36,12.88,235.46,2,55000.0,1,37.22
6050.0,36,7.89,189.28,0,52000.0,1,24.11
7200.0,36,12.59,241.18,2,48000.0,1,12.38
20000.0,36,11.48,659.33,1,140000.0,0,22.92
4000.0,36,13.67,136.08,2,63000.0,1,24.69
6400.0,36,11.99,212.55,2,25000.0,1,10.18
15000.0,36,14.85,518.88,2,80000.0,1,16.11
14000.0,36,6.99,432.22,0,100200.0,1,19.34
4000.0,36,11.99,132.84,2,77500.0,1,33.6
28750.0,36,15.77,1007.51,3,79634.0,1,18.38
7000.0,36,10.64,227.98,1,41300.0,1,11.97
14400.0,60,16.55,354.41,3,40000.0,1,36.42
1000.0,36,9.17,31.88,1,65000.0,0,12.76
21500.0,36,18.99,788.0,4,65000.0,1,30.26
30000.0,60,11.99,667.19,2,106000.0,1,20.25
15000.0,60,17.97,380.66,3,55000.0,0,31.55
35000.0,36,15.77,1226.53,3,120000.0,1,13.34
18000.0,60,11.99,400.31,2,75000.0,0,23.96
35000.0,36,7.49,1088.56,0,150000.0,1,21.75
24000.0,36,5.32,722.76,0,103000.0,1,7.72
7500.0,36,10.78,244.76,1,34000.0,1,15.64
10000.0,36,15.41,348.67,3,35000.0,1,10.37
2000.0,36,10.78,65.27,1,76000.0,1,18.84
28500.0,60,18.99,739.15,4,70000.0,1,29.37
28000.0,60,14.85,663.92,2,75000.0,1,23.58
28000.0,36,6.49,858.05,0,130000.0,1,15.89
27000.0,36,7.49,839.75,0,55000.0,1,21.78
10000.0,36,9.8,321.74,1,40000.0,1,8.91
15000.0,36,10.64,488.53,1,78800.0,1,14.32
14400.0,60,11.99,320.25,2,96000.0,1,15.05
16000.0,60,9.8,338.39,1,96000.0,1,16.28
5600.0,36,13.18,189.18,2,50000.0,1,18.27
21125.0,36,16.99,753.06,3,60000.0,0,27.44
8800.0,36,17.57,316.25,3,20000.0,0,36.79
15000.0,36,10.78,489.52,1,65000.0,1,16.31
28800.0,60,8.49,590.74,1,105000.0,1,12.41
28000.0,36,6.99,864.44,0,131000.0,0,32.37
20000.0,36,16.59,708.99,3,75000.0,1,30.1
5000.0,36,11.48,164.84,1,90000.0,1,17.41
12000.0,36,13.99,410.08,2,90000.0,0,29.15
18250.0,60,19.89,482.4,4,36500.0,0,27.52
18000.0,60,17.57,452.89,3,20000.0,1,44.09
6700.0,36,9.8,215.57,1,18395.0,1,25.76
7000.0,36,10.64,227.98,1,45000.0,1,28.4
17000.0,60,15.77,411.34,3,74000.0,0,27.51
9000.0,36,8.38,283.61,1,46500.0,1,24.73
6475.0,36,19.89,240.28,4,30000.0,1,32.12
15000.0,60,13.18,342.68,2,110403.0,1,23.58
21000.0,36,9.8,675.65,1,92700.0,1,24.85
10000.0,36,8.38,315.12,1,40000.0,1,20.24
21600.0,60,13.18,493.46,2,85000.0,0,34.02
12000.0,60,10.78,259.6,1,56000.0,0,25.98
4350.0,36,15.77,152.44,3,42000.0,1,24.03
15000.0,36,8.49,473.45,1,85000.0,1,30.34
35000.0,60,17.97,888.2,3,140000.0,0,21.45
7500.0,36,19.99,278.69,4,61000.0,0,18.24
35000.0,36,7.91,1095.33,0,140000.0,1,0.99
35000.0,60,13.67,808.42,2,143000.0,1,15.5
10000.0,36,7.49,311.02,0,33000.0,1,28.69
15000.0,36,13.99,512.6,2,150000.0,1,17.97
15000.0,36,5.32,451.73,0,86000.0,1,10.22
5000.0,36,10.64,162.85,1,40399.0,1,15.03
5600.0,36,15.77,196.25,3,58000.0,1,28.35
23525.0,60,17.97,597.0,3,70000.0,1,13.33
15000.0,36,13.99,512.6,2,48100.0,0,28.32
20000.0,36,6.49,612.89,0,145000.0,1,7.37
13000.0,36,11.99,431.73,2,55000.0,1,7.87
15000.0,60,17.27,374.97,3,33280.0,0,29.82
8000.0,36,10.78,261.08,1,45000.0,0,16.93
21000.0,36,14.85,726.44,2,67000.0,1,36.24
12000.0,36,12.59,401.97,2,30000.0,1,36.92
20000.0,36,5.32,602.3,0,77865.0,1,7.0
31950.0,36,19.99,1187.22,4,120000.0,1,16.81
1200.0,36,17.27,42.95,3,28000.0,1,16.8
12500.0,36,7.49,388.78,0,99500.0,1,12.18
9600.0,36,13.99,328.06,2,22900.0,1,14.77
4800.0,36,6.49,147.1,0,65000.0,1,28.6
10375.0,60,19.89,274.24,4,100000.0,1,8.89
15000.0,36,12.88,504.55,2,89000.0,0,34.58
24000.0,36,11.48,791.2,1,95000.0,1,26.89
6250.0,36,13.67,212.61,2,40523.0,1,34.75
8000.0,36,13.99,273.39,2,38000.0,1,31.81
8000.0,36,13.44,271.26,2,72000.0,0,17.7
9000.0,36,9.8,289.57,1,65000.0,1,31.76
3900.0,36,9.8,125.48,1,105000.0,1,34.31
11200.0,36,9.76,360.14,1,50000.0,1,2.69
20000.0,60,13.44,459.58,2,120000.0,1,9.6
24000.0,36,10.78,783.24,1,150000.0,0,14.91
10000.0,36,10.78,326.35,1,61500.0,1,24.37
4800.0,36,14.85,166.05,2,19500.0,1,5.23
5600.0,36,9.17,178.53,1,41500.0,1,15.64
24000.0,36,8.49,757.51,1,102000.0,1,16.93
21000.0,60,16.59,517.29,3,65000.0,0,34.71
19200.0,36,11.48,632.96,1,76000.0,1,28.45
16000.0,36,9.8,514.78,1,99906.0,1,6.97
14000.0,36,11.48,461.54,1,55000.0,1,17.7
20000.0,36,9.17,637.58,1,96000.0,0,25.33
11000.0,36,13.99,375.91,2,30600.0,0,30.67
12000.0,36,14.85,415.11,2,39500.0,1,21.76
7000.0,36,10.78,228.45,1,38000.0,0,26.06
24000.0,60,13.99,558.32,2,52000.0,1,31.83
12000.0,36,11.48,395.6,1,75000.0,1,20.93
29000.0,60,19.89,766.55,4,80000.0,0,14.13
8000.0,36,11.22,262.75,1,40000.0,1,26.91
20000.0,60,13.18,456.91,2,90000.0,0,10.45
5600.0,36,6.49,171.61,0,81000.0,1,20.43
8000.0,36,9.17,255.04,1,70000.0,1,13.73
9600.0,36,13.44,325.51,2,28000.0,0,9.73
6400.0,36,9.17,204.03,1,80000.0,0,12.45
22000.0,36,5.32,662.53,0,50000.0,1,14.69
22000.0,36,6.99,679.2,0,95000.0,1,13.03
8000.0,36,12.88,269.09,2,43500.0,0,22.48
10900.0,60,18.99,282.7,4,26000.0,0,23.82
7050.0,36,13.44,239.04,2,18600.0,0,21.23
23000.0,36,5.32,692.64,0,90000.0,1,20.92
16975.0,60,16.55,417.78,3,114000.0,1,14.86
22800.0,36,10.78,744.07,1,132000.0,1,17.17
5000.0,36,9.17,159.4,1,74967.0,1,33.39
23275.0,60,16.59,573.33,3,54000.0,0,31.11
7850.0,36,13.44,266.17,2,50441.0,1,26.98
9000.0,36,11.48,296.7,1,50000.0,1,18.34
18000.0,36,7.49,559.83,0,83000.0,1,7.93
18000.0,36,7.49,559.83,0,120000.0,1,34.07
25000.0,36,9.8,804.34,1,115000.0,0,18.04
18000.0,36,5.32,542.07,0,111000.0,0,6.5
6000.0,36,7.91,187.77,0,55000.0,1,19.18
20000.0,36,9.17,637.58,1,71500.0,1,17.49
8000.0,36,6.99,246.99,0,58000.0,1,18.03
24000.0,36,8.49,757.51,1,98000.0,1,0.36
17600.0,36,9.8,566.26,1,98000.0,1,24.88
30000.0,36,13.99,1025.19,2,95000.0,1,12.39
17000.0,36,9.17,541.95,1,50000.0,0,4.2
11000.0,36,7.91,344.25,0,77000.0,1,28.73
7450.0,36,19.48,274.9,4,20000.0,0,22.61
3000.0,36,7.26,92.99,0,65000.0,1,16.03
15000.0,36,9.17,478.19,1,55000.0,0,22.69
17300.0,36,10.64,563.44,1,34601.0,1,33.06
16000.0,36,6.24,488.5,0,125000.0,1,14.7
8725.0,36,11.22,286.56,1,47404.0,1,18.91
22500.0,60,9.17,468.93,1,101000.0,0,8.34
20000.0,60,13.99,465.27,2,63500.0,0,14.97
12600.0,60,13.18,287.86,2,60000.0,0,23.43
9600.0,36,11.22,315.3,1,45000.0,1,11.2
25000.0,60,10.64,539.09,1,75000.0,1,16.37
4000.0,36,16.55,141.72,3,60000.0,1,12.56
21000.0,36,9.17,669.46,1,85000.0,1,10.51
10000.0,36,8.49,315.63,1,51000.0,1,13.06
22025.0,36,18.99,807.24,4,145000.0,1,18.56
9100.0,36,6.49,278.87,0,84000.0,1,15.57
23100.0,60,17.97,586.22,3,55000.0,1,7.72
18000.0,36,7.91,563.31,0,63000.0,1,18.04
6000.0,36,8.49,189.38,1,57500.0,1,23.94
21000.0,36,11.99,697.41,2,150000.0,0,16.86
10000.0,36,11.99,332.1,2,93000.0,1,19.11
10000.0,36,12.88,336.37,2,150000.0,0,17.09
9550.0,36,17.86,344.59,3,39000.0,1,11.14
14400.0,60,15.77,348.43,3,67000.0,0,11.41
6000.0,36,11.99,199.26,2,72000.0,1,2.15
12000.0,36,11.99,398.52,2,60000.0,1,22.04
33000.0,36,8.49,1041.58,1,92250.0,1,20.68
1600.0,36,13.44,54.26,2,60000.0,1,25.18
20000.0,60,16.59,492.66,3,70000.0,1,32.45
10000.0,36,12.59,334.97,2,55000.0,1,21.78
8000.0,36,9.17,255.04,1,51000.0,0,16.5
29800.0,36,13.44,1010.41,2,99000.0,1,23.28
10000.0,36,12.88,336.37,2,62000.0,1,22.18
35000.0,60,13.99,814.21,2,100000.0,0,16.84
6025.0,36,11.99,200.09,2,70000.0,1,11.04
12000.0,36,11.48,395.6,1,80000.0,1,1.8
23000.0,36,9.17,733.22,1,110000.0,1,28.3
9000.0,36,8.49,284.07,1,47000.0,1,8.43
15350.0,36,18.99,562.6,4,61000.0,1,19.83
12000.0,36,9.76,385.86,1,70000.0,1,11.01
18000.0,36,9.17,573.83,1,70000.0,0,15.12
8000.0,36,7.89,250.29,0,35000.0,1,7.27
10000.0,36,9.76,321.55,1,40600.0,1,15.4
7000.0,36,13.18,236.47,2,42000.0,1,6.58
15000.0,36,10.78,489.52,1,35000.0,1,30.98
18000.0,36,11.99,597.78,2,68953.29,1,21.51
12000.0,36,8.49,378.76,1,52000.0,0,23.1
5000.0,36,15.41,174.34,3,99000.0,1,14.23
6000.0,36,7.49,186.61,0,31000.0,1,4.76
12000.0,36,16.55,425.16,3,41990.0,0,31.81
19750.0,60,18.99,512.22,4,42988.0,1,38.82
33600.0,60,9.17,700.26,1,102600.0,1,21.84
12000.0,36,12.88,403.64,2,45000.0,1,4.8
15000.0,36,12.88,504.55,2,82000.0,1,24.5
5000.0,36,11.48,164.84,1,55000.0,1,11.61
8000.0,36,9.76,257.24,1,72000.0,1,20.22
30000.0,60,13.67,692.93,2,100000.0,0,36.07
3775.0,36,11.48,124.45,1,62000.0,1,8.75
35000.0,60,13.99,814.21,2,91000.0,0,36.91
30000.0,60,18.49,769.83,4,73000.0,0,17.01
3250.0,36,16.99,115.86,3,55000.0,1,17.7
14400.0,36,6.89,443.91,0,150000.0,1,8.47
3500.0,36,16.59,124.08,3,60000.0,0,32.02
20000.0,36,5.32,602.3,0,140000.0,1,16.65
12000.0,36,5.32,361.38,0,100000.0,0,19.67
5000.0,36,7.26,154.99,0,77000.0,1,20.0
14000.0,36,6.49,429.03,0,95000.0,1,15.56
31500.0,60,15.77,762.18,3,63000.0,1,22.7
6000.0,36,10.78,195.81,1,30000.0,1,8.16
5000.0,36,13.99,170.87,2,40000.0,1,9.71
24000.0,60,9.17,500.19,1,70000.0,1,16.87
5000.0,36,11.99,166.05,2,19000.0,1,25.77
35000.0,36,17.97,1264.81,3,100000.0,1,19.33
20000.0,36,10.64,651.37,1,100000.0,1,23.34
7000.0,36,16.99,249.54,3,76529.0,1,6.35
10000.0,36,11.99,332.1,2,35000.0,1,36.21
11800.0,36,11.48,389.01,1,83832.0,0,17.43
5000.0,36,13.18,168.91,2,48972.0,1,25.09
20000.0,36,9.8,643.47,1,60000.0,0,29.55
35000.0,36,13.99,1196.05,2,104640.0,1,16.51
24000.0,60,13.67,554.35,2,109000.0,0,21.16
6000.0,36,9.17,191.28,1,74000.0,1,9.0
12000.0,36,5.32,361.38,0,130000.0,1,14.76
27600.0,36,7.26,855.5,0,60000.0,1,13.9
18675.0,36,8.49,589.44,1,55000.0,1,30.98
25000.0,60,13.67,577.44,2,90000.0,1,12.77
15000.0,36,7.49,466.53,0,99000.0,1,12.17
15000.0,36,6.99,463.09,0,76650.0,1,25.46
2400.0,36,12.88,80.73,2,39000.0,1,19.88
7600.0,36,18.99,278.55,4,59500.0,0,18.76
9350.0,36,18.49,340.33,3,32500.0,1,39.24
1600.0,36,16.55,56.69,3,35000.0,1,19.66
10375.0,36,16.59,367.79,3,55000.0,1,14.06
25200.0,60,11.48,553.97,1,155000.0,1,14.21
6500.0,36,6.49,199.19,0,35000.0,1,12.53
10000.0,36,9.8,321.74,1,50000.0,1,27.44
12000.0,36,12.59,401.97,2,94000.0,1,22.2
10000.0,36,14.85,345.92,2,42000.0,1,19.23
1000.0,36,12.88,33.64,2,70000.0,1,6.1
10000.0,36,18.49,363.99,3,77000.0,1,10.88
16000.0,36,5.32,481.84,0,75000.0,1,11.69
27000.0,60,10.78,584.09,1,58000.0,0,14.19
16500.0,36,7.49,513.18,0,57225.0,1,7.15
7000.0,36,15.41,244.07,3,43200.0,1,4.06
10350.0,36,17.27,370.4,3,66000.0,1,11.27
13200.0,36,18.99,483.8,4,55000.0,0,38.12
5000.0,36,10.64,162.85,1,47000.0,0,23.75
12450.0,36,17.86,449.23,3,50000.0,1,28.59
4000.0,36,9.17,127.52,1,44500.0,1,15.83
17000.0,60,13.99,395.48,2,48000.0,1,11.05
11500.0,36,13.44,389.93,2,56000.0,0,27.26
9500.0,36,17.27,339.98,3,36000.0,1,15.03
8800.0,36,18.2,319.03,4,60507.0,1,18.39
8000.0,36,13.44,271.26,2,80000.0,1,22.14
21000.0,36,16.55,744.02,3,103000.0,0,16.3
16000.0,36,11.48,527.47,1,101000.0,1,26.76
10400.0,60,13.99,241.94,2,34000.0,0,16.81
6000.0,36,7.91,187.77,0,30000.0,1,12.24
35000.0,36,10.64,1139.9,1,130000.0,1,29.85
7000.0,36,13.67,238.13,2,58000.0,1,35.3
12000.0,36,7.26,371.96,0,87319.0,1,21.55
10800.0,36,10.78,352.46,1,58000.0,0,11.94
6000.0,36,14.48,206.47,2,85000.0,1,18.34
8000.0,36,7.89,250.29,0,35000.0,1,7.72
6525.0,36,15.77,228.66,3,30000.0,1,8.44
14000.0,60,11.99,311.36,2,94000.0,1,14.0
15000.0,36,10.78,489.52,1,49000.0,1,4.67
2000.0,36,11.99,66.42,2,47000.0,1,10.32
25000.0,36,6.99,771.82,0,80000.0,1,18.92
2800.0,36,9.17,89.27,1,36000.0,1,13.9
15000.0,36,5.32,451.73,0,85000.0,1,13.47
28600.0,36,15.41,997.19,3,65000.0,1,17.3
9500.0,36,9.17,302.85,1,72500.0,1,9.63
10000.0,36,11.48,329.67,1,72000.0,1,26.9
17000.0,36,7.91,532.02,0,110000.0,1,5.0
30650.0,60,18.99,794.91,4,73000.0,1,29.13
10000.0,36,11.99,332.1,2,75000.0,1,28.24
26075.0,36,18.99,955.68,4,72470.0,1,27.59
3000.0,36,17.97,108.42,3,36000.0,0,17.37
5000.0,36,7.26,154.99,0,54500.0,1,16.34
14400.0,60,7.91,291.37,0,120000.0,1,7.04
10000.0,36,11.99,332.1,2,36000.0,1,26.47
1500.0,36,13.99,51.26,2,48000.0,1,24.33
9925.0,36,16.55,351.64,3,21588.0,0,21.46
16800.0,60,13.67,388.04,2,55000.0,1,16.98
15000.0,36,7.91,469.43,0,60480.0,1,21.15
6000.0,36,10.78,195.81,1,36500.0,1,19.14
5000.0,36,10.64,162.85,1,47000.0,1,15.37
13825.0,36,11.48,455.77,1,61000.0,1,19.2
8650.0,36,17.97,312.59,3,60000.0,0,17.66
3300.0,36,10.78,107.7,1,32000.0,1,10.77
5600.0,36,11.99,185.98,2,36512.0,1,33.14
8000.0,36,9.17,255.04,1,42000.0,1,33.8
35000.0,36,17.57,1257.8,3,129999.0,0,27.4
12650.0,36,11.99,420.11,2,45000.0,0,22.91
35000.0,36,12.88,1177.27,2,82000.0,1,18.66
20150.0,60,21.48,550.59,4,48000.0,0,34.29
8950.0,36,8.49,282.49,1,48000.0,1,8.06
15600.0,36,14.85,539.64,2,73500.0,1,39.77
15275.0,60,17.57,384.33,3,78000.0,1,25.72
15200.0,36,7.91,475.69,0,38000.0,1,30.8
6000.0,36,9.8,193.05,1,76800.0,1,25.97
35000.0,60,13.67,808.42,2,150000.0,1,5.23
20800.0,60,11.22,454.53,1,85000.0,1,26.12
30000.0,36,13.18,1013.43,2,77300.0,1,2.87
30000.0,60,13.44,689.37,2,130000.0,1,19.36
35000.0,60,13.44,804.27,2,104000.0,1,29.19
21000.0,36,5.32,632.42,0,72000.0,1,10.05
28000.0,60,19.99,741.68,4,95000.0,1,22.27
23650.0,60,20.5,633.18,4,52560.0,0,36.64
17500.0,60,20.5,468.53,4,134000.0,0,5.21
24000.0,36,10.64,781.65,1,106080.0,1,11.04
5000.0,36,5.32,150.58,0,25896.0,1,9.34
25000.0,60,9.17,521.03,1,90000.0,1,9.05
3000.0,36,6.89,92.49,0,40000.0,1,3.36
6000.0,36,17.57,215.63,3,20000.0,1,11.52
15000.0,36,7.49,466.53,0,110000.0,1,6.74
19850.0,36,10.78,647.8,1,85005.0,1,17.2
12950.0,36,11.22,425.32,1,36000.0,1,9.67
9600.0,36,5.32,289.11,0,65000.0,1,22.95
10000.0,36,8.49,315.63,1,120000.0,1,9.44
24000.0,36,11.22,788.24,1,88000.0,0,24.25
15400.0,36,16.55,545.61,3,35000.0,1,25.0
12000.0,36,10.78,391.62,1,98000.0,1,24.04
19200.0,60,17.57,483.08,3,85000.0,1,19.44
12000.0,60,17.97,304.53,3,40000.0,1,33.48
6000.0,36,8.49,189.38,1,60000.0,1,8.12
23800.0,36,18.99,872.3,4,75000.0,1,17.92
13825.0,36,13.67,470.3,2,38000.0,1,21.76
7600.0,36,14.48,261.53,2,65000.0,0,14.86
10000.0,36,13.99,341.73,2,35000.0,1,18.8
6025.0,36,12.88,202.66,2,29000.0,1,34.89
4800.0,36,9.17,153.02,1,133760.0,1,25.16
6600.0,36,10.78,215.39,1,71000.0,1,10.6
12000.0,36,8.49,378.76,1,45000.0,1,5.5
30000.0,36,9.8,965.21,1,65000.0,0,29.58
24000.0,36,9.17,765.1,1,100000.0,1,35.68
7000.0,36,7.91,219.07,0,70000.0,1,6.94
2800.0,36,9.76,90.04,1,21600.0,1,28.48
8400.0,36,9.17,267.79,1,100000.0,1,8.0
25000.0,36,12.88,840.91,2,100000.0,1,10.5
15000.0,36,17.27,536.81,3,50000.0,1,12.7
6000.0,36,15.77,210.27,3,27000.0,1,38.13
1000.0,36,9.76,32.16,1,68000.0,1,1.81
33000.0,36,12.59,1105.4,2,88500.0,0,29.63
6000.0,36,9.8,193.05,1,80000.0,1,13.58
3000.0,36,11.48,98.9,1,75000.0,1,22.82
8000.0,36,6.49,245.16,0,120000.0,1,4.91
15000.0,36,8.49,473.45,1,135000.0,1,25.04
16000.0,60,11.99,355.84,2,81000.0,1,16.36
9400.0,36,11.99,312.17,2,52000.0,1,7.55
22100.0,36,17.86,797.42,3,65000.0,1,28.91
10000.0,36,12.88,336.37,2,60000.0,1,9.1
5900.0,36,9.17,188.09,1,37000.0,1,11.71
18700.0,36,17.27,669.23,3,52000.0,0,36.07
3000.0,36,12.88,100.91,2,40000.0,1,8.16
28000.0,60,15.77,677.49,3,118000.0,1,35.91
3600.0,36,11.22,118.24,1,55000.0,1,19.86
9600.0,36,11.99,318.82,2,103000.0,1,36.49
28000.0,60,8.49,574.33,1,95000.0,1,14.26
5600.0,36,13.44,189.88,2,46000.0,1,7.99
25000.0,36,13.99,854.32,2,112000.0,1,10.25
10000.0,60,17.97,253.78,3,55000.0,0,35.7
1500.0,36,7.26,46.5,0,60000.0,1,25.84
10575.0,36,13.44,358.56,2,44000.0,1,24.58
15825.0,36,16.55,560.67,3,35000.0,1,5.93
10000.0,36,8.49,315.63,1,106000.0,1,19.59
23000.0,36,11.48,758.23,1,66000.0,0,19.65
16000.0,36,5.32,481.84,0,120000.0,1,15.24
3000.0,36,11.48,98.9,1,55000.0,1,3.53
11200.0,60,18.49,287.41,3,29700.0,0,38.02
2500.0,36,21.99,95.47,5,99829.0,1,19.24
12500.0,36,8.38,393.9,1,70000.0,1,11.71
12000.0,36,7.49,373.22,0,66437.0,1,16.04
10000.0,36,14.48,344.12,2,49900.0,1,28.38
13000.0,60,7.91,263.04,0,52000.0,1,9.42
10000.0,36,10.78,326.35,1,85000.0,1,11.65
22400.0,60,17.97,568.45,3,70000.0,0,39.04
12575.0,36,13.99,429.73,2,37000.0,1,18.62
35000.0,60,17.57,880.61,3,90000.0,1,6.34
14400.0,36,11.48,474.72,1,45000.0,1,13.41
6000.0,36,6.99,185.24,0,77000.0,1,8.95
10400.0,36,5.32,313.2,0,40000.0,1,7.8
2400.0,36,13.44,81.38,2,33000.0,1,32.47
20000.0,36,6.99,617.46,0,105000.0,1,19.02
20000.0,36,13.44,678.13,2,75000.0,1,20.19
